NAME,COMPANY_PROFILE,LOCATION,ADDRESS,ESTABLISHMENT_TIME,WEBSITE,CONTACT_NAME,EMAIL
SKY EXPRESS INTERNATIONAL (L L C),"Sky Express International LLC provides comprehensive logistics and transportation solutions to customers.
Headquartered in the Middle East (UAE), Sky Express International LLC is located strategically at crossroads between the East and West. This central and Pivotal location of our company facilitates efficient and customized delivery services, a better connectivity to more businesses and customers in the Middle East and Worldwide. Our growth lies on innovation, quality, and commitment to our customers. Sky Express International LLC believes in the fundamental values of superior customer satisfaction. Our customers are our number One priority.","Dubai, United Arab Emirates","#5, 7A Street, Al Khabaisi, Deira - Dubai, United Arab Emirates",1997,www.skyexpressinternational.com,MOHAMED IMRAN,IMRAN@SKYEXPRESS.AE
GATEWAY CARGO SYSTEMS GMBH,"Gateway Cargo Systems GmbH was founded in 1988 and on January 1, 1989 was entered in the commercial register in Hamburg as HRB41455.The four elements of our daily work are air, water, road, and rail. Whether sewing needles or an entire needle factory: We passionately look for the best solution to meet your needs. You benefit from our participating interest in two container freight stations in Hamburg and Bremen. You benefit from our close partnership with all the leading maritime shipping companies, airlines, and NVOCCs.- AIRFREIGHT EXPORT & IMPORTOur many years of experience and our particular portfoliomake air freight not only fast and punctual, but also flexible and reliable.- OCEANFREIGHT EXPORT & IMPORTThanks to our good performance in all areas of ocean freight, we can offer you an outstandingprice/performance ratio.- LOGISTICSWith our professional logistics, the supply chain and transport services function precisely and smoothly, all around the world.- TRUCKING  Thanks to our reliable partners, with the best geographic knowledge, we offer you extraordinarily fast delivery times within Europe.- RAILWAY EXPORT & IMPORTWith our longstanding partners, we offer safe and reliable transport to the desired destination for a wide variety of cargoes.- SPECIAL SERVICESWith our comprehensive additional services, we also offer individualized transport solutions at good terms and conditions.","Kelsterbach, Germany",Langer Kornweg 34 D; 65451 Kelsterbach (Frankfurt),2018,www.gatewaycargo.de,Marcus Beutel,mbeutel@gatewaycargo.de
"SHANGHAI SPEEDY INTERNATIONAL LOGISTICS CO ., LTD","SHANGHAI SPEEDY INTERNATIONAL LOGISTICS CO.,LTD was established in 2009 
Over 300 professionals. Recognized as a First-Class Freight forwarding enterprise approved by the Ministry Commerce
Speedy International obtains Non-vessel carrier business qualification certificate
Speedy international operates a comprehensive global network specializing in international sea and air freight services, head office in Shanghai and branches in Ningbo Nanjing Shenzhen Xiamen Qingdao, and Tianjin. The major route coverage -  Southeast Asia ,Middle East, India, Red Sea ,Japan &  Korea ，America, Canada, South America ,Australia, New Zealand, Europe, Africa.
Our main services: 
1: Agency service for Full container and consolidation, (Hazardous & General cargo) both import and export businesses
2: Domestic and International door to door service and EXW DDP DDU DAP service 
3: Customs Broker, Warehousing service and trucking service 
4: Insurance broker, CIQ agency service
5: Settlement arrangement for overseas operations
6: Consultant services on international transportation
7: Personal effects transportation.
We have long time contracts with several shipping companies like MSK,EMC,OOCL,SITC MSC WHL HMM IAL RCL KMTC JJ CNC CMA,COSCO,VOLTA, SKR YML ASL CKL HAL.ZIM, ESL,SNL,HPL POL,  Our rates are on the first tier and competitive. We offer one-stop service to clients including trucking, warehousing, Customs broker.
Shanghai Speedy International Logistics has set up a global network to meet the economy's requirement.
We are building up a fast golden bridge between China and overseas Clients","Shanghai, China","22F,BUILDING A, HONG KOU PLAZA, NO.388 JIANGWAN ROAD(WEST),HONGKOU DIST,SHANGHAI, CHINA 200083",2010,,Ada,ada.lu@speedy-log.com
COMODALITY LIMITED,"We are the official agent of Landstar in UK. Landstar System, Inc. is a worldwide, asset-light provider of integrated transportation management solutions delivering safe, specialized transportation services to a broad range of customers utilizing a network of agents, third-party capacity providers and employees. Landstar transportation services companies are certified to ISO 9001:2015 quality management system standards and RC14001:2015 environmental, health, safety and security management system standards. Landstar System, Inc. is headquartered in Jacksonville, Florida. Its common stock trades on The NASDAQ Stock Market under the symbol LSTR.","London, United Kingdom","3 More London Riverside London, Greater London SE1 2RE United Kingdom",2020,https://www.comodalitygroup.com,James Humphreys,james.humphreys@co-modality.com
ALLCARGO LOGISTIC SERVICES LTD,"ALLCARGO LOGISTICS SERVICES LTD  is a well-established and highly regarded Israeli freight forwarder and customs brokerage company with a strong track record of success since 2000. 
We provide a comprehensive range of logistics solutions, including air and ocean freight, import and export services, cross-trade shipments, customs clearance, LCL and air freight consolidation, dangerous goods handling, as well as warehousing and distribution services. We are also a leading provider of PROJECT cargo solutions.
ALLCARGO LOGISTICS SERVICES LTD  specializes in delivering end-to-end logistics solutions for businesses operating globally. We prioritize timely and efficient delivery of goods, ensuring your shipments reach their destination on schedule. Our expertise in handling delicate and time-sensitive cargo, combined with our extensive network of global partners, makes us a reliable and trusted partner for businesses seeking to optimize their supply chains.","Tel Aviv, Israel","HaSharon 3 Street, Airport city , 70100 Tel Aviv, Israel VAT 513040931",2000,https://en.allcargo.co.il/,Leonid Kuris,Leonid.kuris@allcargo.co.il
"Shanghai AsiaCargo International Transportation Co.,Ltd.","AsiaCargo was established in 2005 and its head office is in Shanghai. The company has successively established branches in Ningbo, Zhoushan, Shenzhen, Qingdao, Tianjin, Guangzhou. Additionally, we are committed to expanding our global network, with a branch in Dubai, UAE, offering comprehensive destination port logistics services across the UAE and Gulf countries. Asiacargo is a multinational integrated logistics enterprise that maintains close partnerships with multiple international container shipping lines and serves as a primary agent at major ports.","Shanghai, China","10th Floor, No.55 East Yan’an Road, Shanghai, PR China",2005,www.asiacargo.com.cn,Aria,aria.zhang@asiacargo.com.cn
TRANSALBA ULUSLARARASI NAKLIYAT VE DIS TICARET LIMITED SIRKETI,"Transalba Int Transport & Foreign Trade company is one of ALBA GROUP COMPANIES as Albatrans Logistics Inc.  
Company is a registered Turkish based company established begining of 2007. Specialized ocean FCL, LCL, LTL and project cargoes of ALBA GROUP COMPANIES
We are committed to providing exceptional customer service 24 hours 7 days a week with over 25 years of expertise and as a major participant.
The company is fully IATA & FIATA licensed freight forwarder and bonded consolidator. We believe that working with Albatrans adds real value to our clients' businesses, and that our creative solutions guarantee higher quality services with increased profit. 
We can provide special value-added logistics services to customers. The company offers a wide range of logistics solutions serving with our dedicated staff and third party partners. We offer: 
- Full-container-load (FCL) and Less-than-container-load (LCL) Consolidation
- Time Critical Air Freight Services (7/24) 
- Dangerous Goods Transportation 
- Project Cargoes both in AIR and OCEAN 
- Multimodal Transportation by Air & Ocean 
- Refrigerated Services for perishable products
- Freight Insurance and packing options
- Dry or liquid bulk shipments 
- Fully Automated Documentation Service
- Door to Door delivery
Transalba Int Transport & Foreigng Trade Co. & Albatrans Logistics Inc. looks forward to serving the JCTRANS members. For more information, please contact us and or visit our constantly updated website http://www.albatrans.com.tr  & http://www.transalba.com.tr","Istanbul, Turkiye","ATATURK CD. EGS BUSINESS PARK B3 BLOK, K:10, NO:335,336,342 YESILKOY BAKIRKOY ISTANBUL TURKIYE",2007,www.transalba.com.tr,OCEAN FREIGHT,sea@albatrans.com.tr
PT. PUTRA ABADI TRANS,"PUTRA ABADI TRANS is a full service International Freight Forwarder and Logistics company, has been established since year of 1984 with a vision to become a market leader of this business. Right now, we have become one of the most stable and dedicated company into this business with our comprehensive menu of service and experience for over than 35 years.
PUTRA ABADI TRANS, with ours comprehensive range of services, provides an integrated total logistics service solution by air, ocean, inland transportation and warehousing service to our customer. We employ air, ocean and inland transportation specialists who possess proven analytic and operations expertise. They maintain a dedicated work ethic to do everything possible to satisfy the clients service requirements.
We are a forward thinking logistics provider - always seeking to provide a better service for our valuable customers. Our aim is to create and maintain a reputation as the market leader in customer service, continually seeking new and attractive value propositions for our clients through a world-class business management expertise in our operations.","Jakarta, Indonesia",gedung megaplaza 10th fl,2001,www.putraabaditrans.com,ossin widjaja,ossin.widjaja@pat-indo.com
TPG EXPRESS d.o.o.,"TPG Express d.o.o. (Formerly known as Express Global d.o.o. / T.P.G. Logistika d.o.o.) Slovenia is part of Fratelli Cosulich corporation. Express Slovenia have over 75 employees offering FCL/LCL/WHS/Trucking/3PL/CHB services. Major services: • Own LCL groupage service to Israel (2 departures per week, 8 days direct call) • Own LCL groupage service to Cyprus (7 days direct call) • Own LCL groupage service to Singapore with further connections to China, Australia, India, Korea, Japan, South East Asia countries, Pakistan, etc. • Own LCL groupage service from Shanghai, Ningbo, Hong Kong, Qingdao and Singapore to Koper with connection to Central and Eastern Europe market • FCL with collections and deliveries in central and eastern Europe with over 65.000,00 TEU handled yearly • WHS and distribution across central EU (Customs bonded WHS) • Cross docking operations • REEF shipments (frozen and chilled cargo)–temp controlled WHS • Project cargo and break bulk cargo • Shipments of cars in containers and on RO-RO vessels • Airfreight shipments We are highly focused on operation excellence providing best in class service level on our markets.","Koper, Slovenia","Ferrarska 30, 6000,Koper,Slovenia",2009,https://tpg-express.com/,Mr. Adriano Fucak,adriano.fucak@tpg-express.com
Omega Global Logistics Inc.,"Omega Global Logistics has been offering International and domestic transportation services within the scope of the logistics concept since 2004. Nowadays, logistics is a key of success in business, especially in highly competitive markets, that's why we have become a precious partner to our customers.
Our service is not limited on transportation, We are offering a range of tailored, innovative and value added services from customs brokerage and complex freight forwarding to warehousing, full pick & pack, and domestic delivery.
Each customer has a specific request, our mission is to assist at every stage of the process. We are a dedicated Freight Forwarder and our capacity to adapt allows us to offer a tailored service on every shipment.
OUR VISION
We are committed to our customers, our partners in a mutual journey of growth and success.
We are competent, flexible and innovative
We adhere to the concept of reliability, competence, competitiveness and integrity.
We are committed to being up-to-date with the latest technology to keep up with the demands of the global market","Jersey City, United States","725 River Road, Ste 114 Edgewater, NJ 07020 United States",2004,www.oglamerica.com,Baris Tekne,baris@oglamerica.com
TPG EXPRESS d.o.o.,"Express d.o.o. in Croatia was established in 2016 as port forwarding company operating in one office on AGCT. In 2019 we moved our company HQ by opening a new office in Rijeka city center but also opening a new office in Zagreb.
Both offices in Rijeka are mainly focused on port operations, forwarding, customs clearances and ocean freight transport, both in import and export. On the other hand Zagreb office is strongly focused on sales and road freight.
With a team that has extensive experience in active forwarding, transport organization and customs procedures we can help you and your customers in every situation with advice or recommendation in any field necessary.
We enjoy our work, we love it and we are looking forward to possible cooperation and development of partnership based on mutual benefit, as forwarding is not a one way street.
Specialization:
Customs Clearance and port forwarding
Sea freight (FCL/LCL both in import and export)
Road Freight (FTL/LTL both in import and export)","Rijeka, Croatia","Pod Kastelom 9, Rijeka, Croatia",2016,www.tpg-express.com,Adriano Fucak,a.fucak@expressglobal.com
Omega Global International Transport & Logistics Ltd.,"Omega Global Logistics has been offering International and Domestic transportation service within the scope of the logistics concepts since 2001.Nowadays, logistics is a key of success in business, especially in “Highly Competitive Markets”, that’s why we have become a precious partner to our customers.Our service is not limited on transportation. We are offering a range of tailored, innovative and value added services from customs brokerage and complex freight forwarding to warehousing, full pick&pack, and domestic delivery.Each customer has a specific request, our mission is to assist at every stage of the process. We are a dedicated Freight Forwarder and our capacity to adapt allows us to offer a tailored service on every shipment.","Izmir, Turkiye",CUMHURIYET MEYDANI CUMHURIYET APT.NO:12 K:7 D:702 PASAPORT-IZMIR,2004,www.omegagloballogistics.com,Ahmet Guzelocak,info@oglturkey.com
SKY EXPRESS INTERNATIONAL (L L C),"Sky Express International LLC provides comprehensive logistics and transportation solutions to customers.
Headquartered in the Middle East (UAE), Sky Express International LLC is located strategically at crossroads between the East and West. This central and Pivotal location of our company facilitates efficient and customized delivery services, a better connectivity to more businesses and customers in the Middle East and Worldwide. Our growth lies on innovation, quality, and commitment to our customers. Sky Express International LLC believes in the fundamental values of superior customer satisfaction. Our customers are our number One priority.","Dubai, United Arab Emirates","#5, 7A Street, Al Khabaisi, Deira - Dubai, United Arab Emirates",1997,www.skyexpressinternational.com,MOHAMED IMRAN,IMRAN@SKYEXPRESS.AE
"SHANGHAI SPEEDY INTERNATIONAL LOGISTICS CO ., LTD","SHANGHAI SPEEDY INTERNATIONAL LOGISTICS CO.,LTD was established in 2009 
Over 300 professionals. Recognized as a First-Class Freight forwarding enterprise approved by the Ministry Commerce
Speedy International obtains Non-vessel carrier business qualification certificate
Speedy international operates a comprehensive global network specializing in international sea and air freight services, head office in Shanghai and branches in Ningbo Nanjing Shenzhen Xiamen Qingdao, and Tianjin. The major route coverage -  Southeast Asia ,Middle East, India, Red Sea ,Japan &  Korea ，America, Canada, South America ,Australia, New Zealand, Europe, Africa.
Our main services: 
1: Agency service for Full container and consolidation, (Hazardous & General cargo) both import and export businesses
2: Domestic and International door to door service and EXW DDP DDU DAP service 
3: Customs Broker, Warehousing service and trucking service 
4: Insurance broker, CIQ agency service
5: Settlement arrangement for overseas operations
6: Consultant services on international transportation
7: Personal effects transportation.

We have long time contracts with several shipping companies like MSK,EMC,OOCL,SITC MSC WHL HMM IAL RCL KMTC JJ CNC CMA,COSCO,VOLTA, SKR YML ASL CKL HAL.ZIM, ESL,SNL,HPL POL,  Our rates are on the first tier and competitive. We offer one-stop service to clients including trucking, warehousing, Customs broker.
Shanghai Speedy International Logistics has set up a global network to meet the economy's requirement.
We are building up a fast golden bridge between China and overseas Clients","Shanghai, China","22F,BUILDING A, HONG KOU PLAZA, NO.388 JIANGWAN ROAD(WEST),HONGKOU DIST,SHANGHAI, CHINA 200083",2010,,Ada,ada.lu@speedy-log.com
"Shanghai AsiaCargo International Transportation Co.,Ltd.","AsiaCargo was established in 2005 and its head office is in Shanghai. The company has successively established branches in Ningbo, Zhoushan, Shenzhen, Qingdao, Tianjin, Guangzhou. Additionally, we are committed to expanding our global network, with a branch in Dubai, UAE, offering comprehensive destination port logistics services across the UAE and Gulf countries. Asiacargo is a multinational integrated logistics enterprise that maintains close partnerships with multiple international container shipping lines and serves as a primary agent at major ports.","Shanghai, China","10th Floor, No.55 East Yan’an Road, Shanghai, PR China",2005,www.asiacargo.com.cn,Aria,aria.zhang@asiacargo.com.cn
PT. PUTRA ABADI TRANS,"PUTRA ABADI TRANS is a full service International Freight Forwarder and Logistics company, has been established since year of 1984 with a vision to become a market leader of this business. Right now, we have become one of the most stable and dedicated company into this business with our comprehensive menu of service and experience for over than 35 years.

PUTRA ABADI TRANS, with ours comprehensive range of services, provides an integrated total logistics service solution by air, ocean, inland transportation and warehousing service to our customer. We employ air, ocean and inland transportation specialists who possess proven analytic and operations expertise. They maintain a dedicated work ethic to do everything possible to satisfy the clients service requirements.

We are a forward thinking logistics provider - always seeking to provide a better service for our valuable customers. Our aim is to create and maintain a reputation as the market leader in customer service, continually seeking new and attractive value propositions for our clients through a world-class business management expertise in our operations.","Jakarta, Indonesia",gedung megaplaza 10th fl,2001,www.putraabaditrans.com,ossin widjaja,ossin.widjaja@pat-indo.com
Omega Global Logistics Inc.,"Omega Global Logistics has been offering International and domestic transportation services within the scope of the logistics concept since 2004. Nowadays, logistics is a key of success in business, especially in highly competitive markets, that's why we have become a precious partner to our customers.

Our service is not limited on transportation, We are offering a range of tailored, innovative and value added services from customs brokerage and complex freight forwarding to warehousing, full pick & pack, and domestic delivery.

Each customer has a specific request, our mission is to assist at every stage of the process. We are a dedicated Freight Forwarder and our capacity to adapt allows us to offer a tailored service on every shipment.



OUR VISION

We are committed to our customers, our partners in a mutual journey of growth and success.

We are competent, flexible and innovative

We adhere to the concept of reliability, competence, competitiveness and integrity.

We are committed to being up-to-date with the latest technology to keep up with the demands of the global market","Jersey City, United States","725 River Road, Ste 114 Edgewater, NJ 07020 United States",2004,www.oglamerica.com,Baris Tekne,baris@oglamerica.com
Omega Global International Transport & Logistics Ltd.,"Omega Global Logistics has been offering International and Domestic transportation service within the scope of the logistics concepts since 2001.Nowadays, logistics is a key of success in business, especially in “Highly Competitive Markets”, that’s why we have become a precious partner to our customers.Our service is not limited on transportation. We are offering a range of tailored, innovative and value added services from customs brokerage and complex freight forwarding to warehousing, full pick&pack, and domestic delivery.Each customer has a specific request, our mission is to assist at every stage of the process. We are a dedicated Freight Forwarder and our capacity to adapt allows us to offer a tailored service on every shipment.","Izmir, Turkiye",CUMHURIYET MEYDANI CUMHURIYET APT.NO:12 K:7 D:702 PASAPORT-IZMIR,2004,www.omegagloballogistics.com,Ahmet Guzelocak,info@oglturkey.comQUICK EXPRESS CARGO SERVICES L.L.C
PT GEMILANG SUKSES MANDIRI,PT. Gemilang Sukses Mandiri is an affiliation of local Indonesia Airline and was primarily formed to handle the cargo movement and logistical support. With increasing demands the company has developed into a full scale freight forwarding service provider with agents worldwide. The company is fully licensed according to provided freight forwarding and customs brokerage service both air and sea.,"Jakarta, Indonesia","Jalan Kelapa Dua Wetan Raya, No 10 Ciracas, Jakarta, Indonesia",2003,https://gsm-logistic.com/,Fahmi Atriadi,fahmi@gsm-logistic.com
PT. ASIA GROW LOGISTICS,"Asia Grow Logistics Group
was established in 2002, with its head office in Jakarta, Indonesia. Within the same time, we had also set up offices in Surabaya and Semarang and established our dominance in the three cities with a great vision and mission “To offer and provide services in area where we are strong”. 
Asia Grow Logistics Group has working relationships with major role players in the freight forwarding industry on a global basis. The company is able to offer International Freight Forwarding, Customs Clearing, Warehousing, Import and Export of a wide range of products and Freight Distribution services Nationally. We maintain good business relationships with a number of companies in the industry we operate in.
Asia Grow Logistics Group is fast becoming successful and is well represented in major Indonesian Ports and Cities Globally.","Jakarta, Indonesia","Ruko Kesehatan No 60 , Jalan Tanah Abang IV . Jakarta Pusat 10160 . Indonesia",2019,http://www.asiagrow.com/asia/profile.htm,Djono Kwok,djono@asiagrow.com
PBL ASSESSORIA DE COMERCIO EXTERIOR LTDA,"For 35 years, PBL has provided excellence in customs clearance, creating strong ties with its customers, and providing unified technical support in the field of Consulting and Customs Forwarding in several segments of the economy with constant quality and analysis for continuous improvement.
Present in Brazil's main customs houses, it has a modern infrastructure providing customized services and following current legislation and standards from several licensing agencies.
PBL has highly experienced collaborators in operational strategies, who are committed to the process of quality management, striving for excellence in all phases of the service with a focus on the full operation transparency.","Sao Paulo, Brazil","Rua Carneiro da Cunha, 303 - 6th floor, Saude, Sao Paulo",1985,https://www.pblcomex.com.br,PHILIPE LIMA,cotacao@pblcomex.com.br
MILSPED DOO BEOGRAD,www.milsped.com,"Belgrade, Serbia",Bulevar Mihajla Pupina 59 v,1993,www.milsped.com,Milos Mihailovic,milos.mihailovic@milsped.com
Gulf Warehousing Company Q.P.S.C,"GWC (Q.P.S.C.) is the leading provider of logistics and supply chain solutions in the State of Qatar. GWC strives to provide the most comprehensive array of services to all its clients across every industry vertical in the State of Qatar.
 
Vision
To set a world-class standard in logistics operations, supporting Qatar in its vision of becoming a sustainable and diverse economy, and to ensure the best possible returns to our shareholders.
 
Mission 
To achieve our Vision by fostering the drive and tenacity to innovate and deliver, never letting go of the values that have forged our success, and thereby, become the provider of choice.
 
GWC’s Main Business Activities are listed below： 
1.GWC Forwarding
Air, Sea, and Ground Freight
Customs Clearance
Short/long term warehousing
High value and hazardous cargo transportation
Tracking tools for total visibility
Specialized shipping solutions
 
2.GWC Projects
Heavy lift and oversize cargo
Project management solutions
Warehousing and lay-down facilities
Procurement and expedited shipping
Export and cargo preference compliance
 
3.GWC Transport
Load tracking
Cargo consolidation
Container haulage and repair
Import and export logistics
Local and international transport
 
4.GWC Sports
Event logistics planning assistance
Venue management
Freight, distribution, and reverse logistics
Inventory tracking and management
Global event management and tracking systems
 
5.GWC Fine Art
Museum-standard fine art storage and freight
Fine art trucks
Art installation and de-installation services
Insurance and security
Airport supervision including tarmac access
 
6.GWC Equestrian
International airfreight and aircraft charter solutions
Quarantine and supervisory solutions
Customs clearance
Tarmac supervision 
Arranging professional grooms and veterinarians
 
Professional Accreditation;
 
IATA Certificate
FIATA Certificate
ISO 9001:2015
ISO 45001:2018
ISO 14001:2018
ISO 22000:2005
ISO/IEC 27001:2005","Doha, Qatar","D RING ROAD- DOHA, QATAR P.O BOX : 24434",2004,https://gwclogistics.com/,Ajithab Parakkal,ajithab.parakkal@gwclogistics.com
FREJA Transport & Logistics A/S,"FREJA is a private owned Nordic company who offers services covering full logistics setup including but not limited with ocean freight, airfreight, project cargo, road, custom clearance with our offices located throughout the who Nordic region.","Skive  , Denmark","Oerstedsvej 11,Stilling, Skanderborg, Denmark",1991,www.freja.com,Hongyi Niu,hnu@freja.com
DEVANSHI SHIPPING AGENCY PRIVATE LIMITED,"Devanshi Shipping Agency Private Limited mission is to provide single point logistical solutions. The client with dynamic or complex requirements and met with utmost precision. We value transparency and provide real time information on all shipments to ensure better planning and execution. We have branch offices in Delhi, Mumbai and Mundra apart from our sister concerns at Ahmedabad, Chennai, Kolkatta. The total staff capacity is currently stands at 150 dealing with all Export and Import activties. The company owns 126 trucks for inland cargo movements, we also provide warehousing facility covered, semi-covered and open space of 100000 SQFT with all in house equipements for cargo storage and handling. We handle around 2000 containers on monthly basis (Import and Export)","Gandhidham, India","OFFICE NO.204, 2ND FLOOR, RIDDHI SIDDHI ARCADE II,",2018,www.dsagencygroup.com,Arun Maheshwari,admin@dsagencygroup.com
CWT Anadolu Lojistik A.S,"Dear Valuable Business Partners,
We are excited to announce that CWT Anadolu Lojistik A.S joined your valuable family.
 
As CWT Anadolu Lojistik A.S, we are the sole branch within CWT Group providing international freight services.
The main service offerings of CWT Turkey in the international arena include:
·        International Transportation (Air, Ocean, land, and intermodal transportation)
·        Storage and Warehouse Services
·        Customs Clearance
The central office of CWT Anadolu Lojistik A.S is located on the European side of Istanbul, with a total of four logistics service centers in Kocaeli, Mersin, and Bursa. It has approximately 50,000 square meters of warehouse and storage space. Additionally, it has its own office at Istanbul Airport to follow and organize air cargo operations.
The entire sales and operations team at CWT Anadolu Lojistik A.S is composed of a high-quality and expert group. They consistently check the latest services and pricing for you. No matter how complex the operations may be, they provide the most effective solutions with a dedicated representative assigned exclusively for you
From commodity logistics to international cargo transportation, project logistics to storage and inventory management, all your logistics processes are managed with a single representative from CWT Turkey.
 
Our Certificates;
- UTIKAD (Association of International Forwarding and Logistics Service Providers
- IATA (International Air Transport Association)
- FIATA (International Federation of Freight Forwarders Associations)
- ISO9001 (International Organization for Standardization)
- TIO (Transport Affairs Organization Authorization Certificate)","Istanbul, Turkiye",Cakmakli Mah. Hitit Sok. No:2/A 34500 Buyukcekmece Istanbul Turkiye,2010,www.cwtturkey.com,UFUK YAVUZ,ufukyavuz@cwtturkey.com
Cargo Movers Netherlands B.V.,"About Cargo Movers Netherlands B.V Cargo Movers: Expanding Horizons, Serving the World For over 25 years, Cargo Movers has been a trusted name in logistics, connecting businesses with the world through reliable and innovative transport solutions. Rooted in Germany, we’ve built our reputation on excellence, efficiency, and an unwavering commitment to our partners and customers. We are thrilled to take the next step in our journey by opening our doors in Rotterdam, a city renowned as Europe’s gateway to global trade. This expansion marks a significant milestone for Cargo Movers as we bring our expertise closer to our customers in the Netherlands and beyond. Our specialties include Air Freight, Express Delivery, Hazardous Goods Handling, Ocean Freight (FCL/LCL), and Local Transportation across Europe. Whether you need to move sensitive materials swiftly, navigate the complexities of international shipping, or manage end-to-end supply chains, our team is here to ensure every shipment arrives safely, on time, and with care. Rotterdam is just the beginning. At Cargo Movers, we remain committed to building lasting partnerships and exceeding expectations as we continue to grow and evolve in the ever-changing world of logistics. Join us as we embark on this exciting new chapter—connecting businesses, crossing borders, and delivering success.","Rotterdam, Netherlands","Aert van Nesstraat 45, 3012 CA Rotterdam, Netherlands",2022,www.cargomovers.nl,Leon Kruit,l.kruit@cargomovers.nl
BTX GLOBAL LOGISTICS,"BTX - Delivering a World of Service
Air freight, Sea Freight and Customs Brokerage. IATA, FMC, Licensed US Customs Broker All inquiries send to: globalpricing@btxglobal.com Note: Please send all invoices directly to payaccounts@btxglobal.com","Shelton, United States",12 COMMERCE DRIVE,1980,www.btxglobal.com,DAVE KEMMER,dkemmer@btxglobal.com
ANIL MANTRA LOGISTIX PVT. LTD,WE ARE FREIGHT FORWARDERS FROM INDIA. WE HANDLE BOTH AIRFREIGHT AND SEAFRT. WE ALSO UNDERTAKE BREAK BULK SHIPMENTS AND AIR CHARTERING. IN FCL'S WE SPECIALISE IN SPECIAL EQUIPMENT. LCL HANDLED TO ALL THE DESTINATIONS. WAREHOUSE FACILITIES GIVEN ON DEMAND AS PER REQUIREMENT. DELIVERIES INTO LAGOS AND SHIPMENT TO AND FROM LAGOS ALSO. HANDLED WITH OUR OWN TEAM SITTING THERE.,"New Delhi, India","A-88/6(2ND FLOOR), RAOD NO. 2, MAHIPALPUR ETXN.",2007,www.anilmantragroup.com,Sunila Yadav,sunila@anilmantra.com
"ADVANCED INTERNATIONAL FREIGHT, INC.","With over 25 years of experience, Advanced International Freight has helped countless businesses navigate the ever-changing challenges of the logistics industry. Our commitment to providing top-notch service quality is matched only by our dedication to developing long-term partnerships built on trust. Let us help you overcome the challenges of logistics and set your business up for success.
Core Values: At Advanced International Freight, we pride ourselves on building strong relationships with both our employees and customers. We believe that treating each other like family is the foundation for success, and we operate with honesty and integrity in all our interactions.","New York, United States","700 Penhorn Ave., Unit #1, Secaucus, NJ 07094",1997,https://www.aif-usa.com/,Min Cho,min@aif-usa.com
WPC LOGISTICS (M) SDN BHD,"Established since 2002 as a freight forwarding company based in Malaysia. WPC Logistics has since developed into a well-known and respected company due to its proven track record of professional service standards and reliability in the field.
Our network of our offices include Indonesia , Singapore, HongKong, Vietnam, Thailand, China","Selangor, Malaysia","NO.25, 25-1, LORONG BATU NILAM 21C, BANDAR BUKIT TINGGI 2, KLANG SELANGOR MALAYSIA",2002,www.wpclogistics.com.my,Alvin Tang,alvin@wpclogistics.com.my
WORLDWIDE CUSTOMS & FORWARDING AGENTS PTY LTD,"Worldwide Customs and Forwarding Agents (WWCF) are a trusted and experienced family-owned and operated international freight forwarding and customer brokerage firm based in the vibrant city of Melbourne, Australia. With a rich legacy spanning over 40 years, we have established ourselves as a reliable partner in the logistics industry, offering tailored solutions to meet our clients' diverse shipping needs.
Mission Statement:
At WWCF our mission is to provide efficient, cost-effective, and personalized freight forwarding and brokerage services, exceeding our clients' expectations while upholding the highest standards of integrity, reliability, and professionalism.
Services:
Freight Forwarding: We offer comprehensive freight forwarding solutions tailored to meet each client's unique requirements. Our services include air freight, sea freight, road freight, and rail freight, covering both import and export shipments.
Customs Brokerage: Our experienced team of customs brokers ensures smooth and hassle-free clearance of goods through customs procedures, handling documentation, compliance, and regulatory requirements with precision and efficiency.
Warehousing and Distribution: WWCF provides flexible warehousing and distribution solutions to streamline inventory management and distribution processes, optimizing supply chain efficiency.
Core Values:
•	Commitment to Excellence: We are committed to delivering excellence in every aspect of our operations, striving to improve and innovate to better serve our clients continuously.
•	Integrity and Transparency: Integrity and transparency are the cornerstones of our business practices. We conduct our operations with honesty, fairness, and ethical conduct at all times.
•	Customer-Centric Approach: Our clients are at the heart of everything we do. We prioritize understanding their unique needs and delivering personalized solutions to exceed their expectations.
•	Teamwork and Collaboration: We foster a culture of teamwork and collaboration, recognizing our team members' collective expertise and efforts in achieving our shared goals.
Why Choose Us?
•	Family-Owned and Operated: As a family-owned and operated business, we prioritize building long-term relationships based on trust, integrity, and mutual respect.
•	Industry Expertise: With decades of experience in the logistics industry, our team possesses the expertise and knowledge to navigate complex logistics challenges and deliver tailored solutions.
•	Personalized Service: We understand that every client is unique, and we take pride in offering personalized service tailored to meet their specific needs and requirements.
•	Reliability and Timeliness: Reliability and timeliness are our top priorities. We are dedicated to delivering shipments on time, every time, ensuring peace of mind for our clients.
Contact Us:
For reliable, efficient, and personalized freight forwarding and customs brokerage services, choose WWCF and contact us today.","Melbourne, Australia",Unit 1/19 Flight Drive Tullamarine Melbourne Victoria 3043 Australia,1983,https://www.wwcf.com.au,Nathan Llewellyn,nathan@wwcf.com.au
